Order in Doc + additions,DirectoryTitle,DirectoryYear,TenantLastName,TenantFirstName,ProfessionalAddress,
1378,The World Almanac & Book of Facts,1905,Dielman,Frederick,51 W. 10th,
1379,The World Almanac & Book of Facts,1905,Gaul,Gilbert,51 W. 10th,
1380,The World Almanac & Book of Facts,1905,Guy,Seymour J.,51 W. 10th,
1381,The World Almanac & Book of Facts,1905,LaFarge,John,51 W. 10th,
1382,The World Almanac & Book of Facts,1905,Nicoll,J. C.,51 W. 10th,
1383,The World Almanac & Book of Facts,1905,Ward,Edgar M.,51 W. 10th,
1384,The World Almanac & Book of Facts,1905,Weldon,C. D.,51 W. 10th,
1385,The World Almanac & Book of Facts,1905,Yewell,George H.,51 W. 10th,
1386,Trow's,1906,Brown,Bolton Coit,51 W. 10th,
1387,Trow's,1906,Brown,James Francis,51 W. 10th,
1388,Trow's,1906,Brown,John G.,51 W. 10th,
1389,Trow's,1906,Cimiotti,Gustav,51 W. 10th,
1390,Trow's,1906,Conant,Albert,51 W. 10th,
1391,Trow's,1906,Dewing,Thomas,51 W. 10th,
1392,Trow's,1906,Dielman,Fred,51 W. 10th,
1393,Trow's,1906,Dodge,William D.,51 W. 10th,
1394,Trow's,1906,Fueschel,Herman,51 W. 10th,
1395,Trow's,1906,Guy, Seymour,51 W. 10th,
1396,Trow's,1906,Insley,Albert ,51 W. 10th,
1397,Trow's,1906,Lathrop,Francis,51 W. 10th,
1398,Trow's,1906,Lauber,Joseph,51 W. 10th,
1399,Trow's,1906,LaFarge,John,51 W. 10th,
1400,Trow's,1906,Lorenz,Louis F. A. ,51 W. 10th,
1401,Trow's,1906,Nicoll,James C.,51 W. 10th,
1402,Trow's,1906,Olinksy,Ira,51 W. 10th,
1403,Trow's,1906,Shean,Charles M.,51 W. 10th,
1404,Trow's,1906,Smith,Harry A.,51 W. 10th,
1405,Trow's,1906,Ward,Edgar M.,51 W. 10th,
1406,Trow's,1906,Wechsler,Henry B.,51 W. 10th,
1407,Trow's,1906,Weir,J. Alden,51 W. 10th,
1408,Trow's,1906,Weldon,Charles D.,51 W. 10th,
1409,Trow's,1906,Yewell,George H.,51 W. 10th,
1410,Trow's,1906,Yuell,George H. ,51 W. 10th,
1411,"The Annual exhibition record of the National Academy of Design, 1901-1950
",1906,Perry,Roland R. Hinton,51 W. 10th,
1412,"The Annual exhibition record of the National Academy of Design, 1901-1950
",1906,Tucker,Allen,51 W. 10th,
1413,"The Annual Exhibition Record of the National Acadmey of Design, 1901-1950: incorporating the annual exhibitions, 1901-1950 and the winter exhibitions, 1906-1932. Peter Hastings Falk, editor; Andrea Ansell Bien, assistant editor.",1906,Tucker,Allen,51 W. 10th,
1414,"The Annual Exhibition Record of the National Acadmey of Design, 1901-1950: incorporating the annual exhibitions, 1901-1950 and the winter exhibitions, 1906-1932. Peter Hastings Falk, editor; Andrea Ansell Bien, assistant editor.
",1907,Antlers ,Max H.,51 W. 10th,
1415,"The Annual Exhibition Record of the National Acadmey of Design, 1901-1950: incorporating the annual exhibitions, 1901-1950 and the winter exhibitions, 1906-1932. Peter Hastings Falk, editor; Andrea Ansell Bien, assistant editor.
",1907,Joseph,Julian,51 W. 10th,
1416,"The Annual exhibition record of the National Academy of Design, 1901-1950
",1907,Perry,Roland R. Hinton,51 W. 10th,
1417,"The Annual Exhibition Record of the National Acadmey of Design, 1901-1950: incorporating the annual exhibitions, 1901-1950 and the winter exhibitions, 1906-1932. Peter Hastings Falk, editor; Andrea Ansell Bien, assistant editor.
",1907,Lathrop,Francis,51 W. 10th,
1418,"The Annual Exhibition Record of the National Acadmey of Design, 1901-1950: incorporating the annual exhibitions, 1901-1950 and the winter exhibitions, 1906-1932. Peter Hastings Falk, editor; Andrea Ansell Bien, assistant editor.
",1908,Feitu,Pierre Luc,51 W. 10th,
1419,"The Annual Exhibition Record of the National Acadmey of Design, 1901-1950: incorporating the annual exhibitions, 1901-1950 and the winter exhibitions, 1906-1932. Peter Hastings Falk, editor; Andrea Ansell Bien, assistant editor.
",1908,Guarino,Salvatore Anthony,51 W. 10th,
1420,Trow's,1908,Brown,Bolton Coit,51 W. 10th,
1421,Trow's,1908,Brown,James Francis,51 W. 10th,
1422,Trow's,1908,Brown,John G.,51 W. 10th,
1423,Trow's,1908,Cimiotti,Gustav,51 W. 10th,
1424,Trow's,1908,Conant,Albert,51 W. 10th,
1425,Trow's,1908,Dielman,Fred,51 W. 10th,
1426,Trow's,1908,Dodge,William D.,51 W. 10th,
1427,Trow's,1908,Fuechsel,Herman,51 W. 10th,
1428,Trow's,1908,Guy, Seymour,51 W. 10th,
1429,Trow's,1908,Insley,Albert ,51 W. 10th,
1430,Trow's,1908,LaFarge,John,51 W. 10th,
1431,Trow's,1908,Lathrop,Francis,51 W. 10th,
1432,Trow's,1908,Lorenz,Louis F. A. ,51 W. 10th,
1433,Trow's,1908,Nicoll,James C.,51 W. 10th,
1434,Trow's,1908,Olinksy,Ivan,51 W. 10th,
1435,Trow's,1908,Perry,Roland Hinton,51 W. 10th,
1436,Trow's,1908,Shean,Charles M.,51 W. 10th,
1437,Trow's,1908,Tenth Street Studio (offices),n/a,51 W. 10th,
1438,Trow's,1908,Ward,Edgar M.,51 W. 10th,
1439,Trow's,1908,Wechsler,Hy B,51 W. 10th,
1440,Trow's,1908,Weir,J. Alden,51 W. 10th,
1441,Trow's,1908,Yuell,George H.,51 W. 10th,
1442,"The Annual exhibition record of the National Academy of Design, 1901-1950",1908,Guarino,Salvatore Anthony,51 W. 10th,
1443,"The Annual exhibition record of the National Academy of Design, 1901-1950",1908,Antlers ,Max H.,51 W. 10th,
1444,"The Annual exhibition record of the National Academy of Design, 1901-1950",1908,Wechsler,Henry B.,51 W. 10th,
1445,"The Annual exhibition record of the National Academy of Design, 1901-1950",1908,Quinlan,Will J.,51 W. 10th,
1446,"The Annual exhibition record of the National Academy of Design, 1901-1950",1908,Weldon,Charles Dater,51 W. 10th,
1447,"The Annual exhibition record of the National Academy of Design, 1901-1950",1909,Feitu,Pierre Luc,51 W. 10th,
1448,"The Annual exhibition record of the National Academy of Design, 1901-1950",1909,Weldon,Charles Dater,51 W. 10th,
1449,Trow's,1909,Brown,Bolton Coit,51 W. 10th,
1450,Trow's,1909,Brown,John G.,51 W. 10th,
1451,Trow's,1909,Carew,Frank,51 W. 10th,
1452,Trow's,1909,Cimiotti,Gustav,51 W. 10th,
1453,Trow's,1909,Conant,Alban J.,51 W. 10th,
1454,Trow's,1909,Conant,Alban J. jr,51 W. 10th,
1455,Trow's,1909,Dewing,Thomas,51 W. 10th,
1456,Trow's,1909,Dodge,William D.,51 W. 10th,
1457,Trow's,1909,Feitu,Pierre,51 W. 10th,
1458,Trow's,1909,Fuechsel,Herman,51 W. 10th,
1459,Trow's,1909,Guy, Seymour,51 W. 10th,
1460,Trow's,1909,Insley,Albert ,51 W. 10th,
1461,Trow's,1909,LaFarge,John,51 W. 10th,
1462,Trow's,1909,Lathrop,Francis,51 W. 10th,
1463,Trow's,1909,Lorenz,Louis F. A. ,51 W. 10th,
1464,Trow's,1909,Nicoll,James C.,51 W. 10th,
1465,Trow's,1909,Olinksy,Ivan,51 W. 10th,
1466,Trow's,1909,Perry,Roland Hinton,51 W. 10th,
1467,Trow's,1909,Shean,Charles M.,51 W. 10th,
1468,Trow's,1909,Tenth Street Studio (offices),n/a,51 W. 10th,
1469,Trow's,1909,Ward,Edgar M.,51 W. 10th,
1470,Trow's,1909,Wechsler,Hy B,51 W. 10th,
1471,Trow's,1909,Weir,Julian Alden,51 W. 10th,
1472,Trow's,1909,Weldon,Charles D. ,51 W. 10th,
1473,"The Annual exhibition record of the National Academy of Design, 1901-1950",1910,Bolmer,Clinton,51 W. 10th,
1474,"The Annual exhibition record of the National Academy of Design, 1901-1950",1910,Kroll,Leon,51 W. 10th,
1475,"The Annual exhibition record of the National Academy of Design, 1901-1950",1910,Perry,Roland R. Hinton,51 W. 10th,
1476,"The Annual exhibition record of the National Academy of Design, 1901-1950",1910,Quinlan,Will J.,51 W. 10th,
1477,Trow's,1910,Brown,John G.,51 W. 10th,
1478,Trow's,1910,Cimiotti,Gustav,51 W. 10th,
1479,Trow's,1910,Conant,Alband J.,51 W. 10th,
1480,Trow's,1910,Conant,Alban J. jr,51 W. 10th,
1481,Trow's,1910,Dewing,Thomas,51 W. 10th,
1482,Trow's,1910,Dodge,William D.,51 W. 10th,
1483,Trow's,1910,Feitu,Pierre,51 W. 10th,
1484,Trow's,1910,Fuechsel,Herman,51 W. 10th,
1485,Trow's,1910,Guy, Seymour,51 W. 10th,
1486,Trow's,1910,Insley,Albert ,51 W. 10th,
1487,Trow's,1910,LaFarge,John,51 W. 10th,
1488,Trow's,1910,Lorenz,Louis F. A. ,51 W. 10th,
1489,Trow's,1910,Nicoll,James C.,51 W. 10th,
1490,Trow's,1910,Perry,Roland Hinton,51 W. 10th,
1491,Trow's,1910,Shean,Charles M.,51 W. 10th,
1492,Trow's,1910,Tenth Street Studio (offices),n/a,51 W. 10th,
1493,Trow's,1910,Ward,Edgar M.,51 W. 10th,
1494,Trow's,1910,Wechsler,Hy B,51 W. 10th,
1495,Trow's,1910,Weir,Julian Alden,51 W. 10th,
1496,Trow's,1910,Weldon,Charles D. ,51 W. 10th,
1497,Trow's,1910,Yewell,George H.,51 W. 10th,
1498,"The Annual exhibition record of the National Academy of Design, 1901-1950",1911,Balmer,Clinton,51 W. 10th,
1499,"The Annual exhibition record of the National Academy of Design, 1901-1950",1911,Berlin,Harry,51 W. 10th,
1500,"The Annual exhibition record of the National Academy of Design, 1901-1950",1911,Kroll,Leon,51 W. 10th,
1501,"The Annual exhibition record of the National Academy of Design, 1901-1950",1911,Perry,Roland R. Hinton,51 W. 10th,
1502,"The Annual exhibition record of the National Academy of Design, 1901-1950",1911,Ward,Edgar Melville,51 W. 10th,
1503,"The Annual exhibition record of the National Academy of Design, 1901-1950",1912,Quinlan,Will J. ,51 W. 10th,
1504,"The Annual exhibition record of the National Academy of Design, 1901-1950",1912,Dolinsky,Nathan,51 W. 10th,
1505,"The Annual exhibition record of the National Academy of Design, 1901-1950",1912,Perry,Roland R. Hinton,51 W. 10th,
1506,"The Annual exhibition record of the National Academy of Design, 1901-1950",1912,Ellerhusen,Ulric H.,51 W. 10th,
1507,"The Annual exhibition record of the National Academy of Design, 1901-1950",1912,Ward,Edgar Melville,51 W. 10th,
1508,Trow's,1912,Brown,James Francis,51 W. 10th,
1509,Trow's,1912,Brown,John G.,51 W. 10th,
1510,Trow's,1912,Carew,Frank,51 W. 10th,
1511,Trow's,1912,Cimiotti,Gustav,51 W. 10th,
1512,Trow's,1912,Conant,Alban J.,51 W. 10th,
1513,Trow's,1912,Conant,Alban J. jr,51 W. 10th,
1514,Trow's,1912,Dewing,Thomas,51 W. 10th,
1515,Trow's,1912,Dodge,William D.,51 W. 10th,
1516,Trow's,1912,Feitu,Pierre,51 W. 10th,
1517,Trow's,1912,Fuechsel,Herman,51 W. 10th,
1518,Trow's,1912,Harting,George W.,51 W. 10th,
1519,Trow's,1912,Insley,Albert ,51 W. 10th,
1520,Trow's,1912,Nicoll,James C.,51 W. 10th,
1521,Trow's,1912,Perry,Roland Hinton,51 W. 10th,
1522,Trow's,1912,Shean,Charles M.,51 W. 10th,
1523,Trow's,1912,Tenth Street Studio (offices),n/a,51 W. 10th,
1524,Trow's,1912,Ward,Edgar M.,51 W. 10th,
1525,Trow's,1912,Wechsler,Hy B,51 W. 10th,
1526,Trow's,1912,Weir,Julian Alden,51 W. 10th,
1527,Trow's,1912,Weldon,Charles D. ,51 W. 10th,
1528,Trow's,1912,Yewell,George H.,51 W. 10th,
1529,Trow's,1913,Brown,James Francis,51 W. 10th,
1530,Trow's,1913,Brown,John G.,51 W. 10th,
1531,Trow's,1913,Carew,Frank,51 W. 10th,
1532,Trow's,1913,Cimiotti,Gustav,51 W. 10th,
1533,Trow's,1913,Conant,Alban J.,51 W. 10th,
1534,Trow's,1913,Dewing,Thomas,51 W. 10th,
1535,Trow's,1913,Dodge,William D.,51 W. 10th,
1536,Trow's,1913,Fuechsel,Herman,51 W. 10th,
1537,Trow's,1913,Insley,Albert ,51 W. 10th,
1538,Trow's,1913,Nicoll,James C.,51 W. 10th,
1539,Trow's,1913,Perry,Roland Hinton,51 W. 10th,
1540,Trow's,1913,Shean,Charles M.,51 W. 10th,
1541,Trow's,1913,Tenth Street Studio (offices),n/a,51 W. 10th,
1542,Trow's,1913,Ward,Edgar M.,51 W. 10th,
1543,Trow's,1913,Weir,Julian Alden,51 W. 10th,
1544,Trow's,1913,Weldon,Charles D. ,51 W. 10th,
1545,Trow's,1913,Yewell,George H.,51 W. 10th,
1546,"The Annual exhibition record of the National Academy of Design, 1901-1950",1913,Perry,Roland R. Hinton,51 W. 10th,
1547,"The Annual exhibition record of the National Academy of Design, 1901-1950",1913,Quinlan,Will J.,51 W. 10th,
1548,"The Annual exhibition record of the National Academy of Design, 1901-1950",1913,Perry,Roland R. Hinton,51 W. 10th,
1549,"The Annual exhibition record of the National Academy of Design, 1901-1950",1914,Berlin,Harry,51 W. 10th,
1550,Trow's,1914,Brown,James Francis,51 W. 10th,
1551,Trow's,1914,Carew,Frank,51 W. 10th,
1552,Trow's,1914,Cimiotti,Gustav,51 W. 10th,
1553,Trow's,1914,Conant,Alban J.,51 W. 10th,
1554,Trow's,1914,Fuechsel,Herman,51 W. 10th,
1555,Trow's,1914,Harting,George,51 W. 10th,
1556,Trow's,1914,Insley,Albert ,51 W. 10th,
1557,Trow's,1914,Nicoll,James C.,57 W. 10th,
1558,Trow's,1914,Perry,Roland Hinton,51 W. 10th,
1559,Trow's,1914,Shean,Charles M.,51 W. 10th,
1560,Trow's,1914,Tenth Street Studio (offices),n/a,51 W. 10th,
1561,Trow's,1914,Ward,Edgar M.,51 W. 10th,
1562,Trow's,1914,Weir,Julian Alden,51 W. 10th,
1563,Trow's,1914,Weldon,Charles D. ,51 W. 10th,
1564,Trow's,1914,Yewell,George H.,51 W. 10th,
1565,The World Almanac & Book of Facts,1914,Calder,Alexander Stirling,51 W. 10th,
1566,The World Almanac & Book of Facts,1914,Nicoll,J. C.,51 W. 10th,
1567,The World Almanac & Book of Facts,1914,Weir,J. Alden,51 W. 10th,
1568,The World Almanac & Book of Facts,1914,Weldon,C. D.,51 W. 10th,
1569,The World Almanac & Book of Facts,1914,Yewell,George H.,51 W. 10th,
1570,American Art Directory,1914,Smith,H. A. Hammond,51 W. 10th,
1571,"The Annual exhibition record of the National Academy of Design, 1901-1950",1914,Crawford,Brenetta Herrman,51 W. 10th,
1572,"The Annual exhibition record of the National Academy of Design, 1901-1950",1915,Bilotti,Salvatore F.,51 W. 10th,
1573,"The Annual exhibition record of the National Academy of Design, 1901-1950",1915,Adams,Katherine Lanhorne,51 W. 10th,
1574,"The Annual exhibition record of the National Academy of Design, 1901-1950",1915,Perry,Roland R. Hinton,51 W. 10th,
1575,"The Annual exhibition record of the National Academy of Design, 1901-1950",1915,Quinlan,Will J.,51 W. 10th,
1576,The Annual exhibition record of the Pennsylvania Academy of the Fine Arts,1915,Quinlan,Will J. ,51 W. 10th,
1577,The Annual exhibition record of the Pennsylvania Academy of the Fine Arts,1915,Weir,J. Alden,51 W. 10th,
1578,Trow's,1915,Brown,James Francis,51 W. 10th,
1579,Trow's,1915,Cimiotti,Gustav,51 W. 10th,
1580,Trow's,1915,Conant,Alban J.,51 W. 10th,
1581,Trow's,1915,Dodge,William D.,51 W. 10th,
1582,Trow's,1915,Ellerhausen,Ulrich H.,51 W. 10th,
1583,Trow's,1915,Harting,George,51 W. 10th,
1584,Trow's,1915,Insley,Albert ,51 W. 10th,
1585,Trow's,1915,Lentelli,Leo,51 W. 10th,
1586,Trow's,1915,Nicoll,James C.,57 W. 10th,
1587,Trow's,1915,Perry,Roland Hinton,51 W. 10th,
1588,Trow's,1915,Shean,Charles M.,51 W. 10th,
1589,Trow's,1915,Tenth Street Studio (offices),n/a,51 W. 10th,
1590,Trow's,1915,Ward,Edgar M.,51 W. 10th,
1591,Trow's,1915,Weir,Julian Alden,51 W. 10th,
1592,Trow's,1915,Weldon,Charles D. ,51 W. 10th,
1593,Trow's,1915,Yewell,George H.,51 W. 10th,
1594,Yearbook of the Architectural League of New York: 30th Annual Exhibition,1915,Calder,A. Stirling,51 West 10th,
1595,Yearbook of the Architectural League of New York: 30th Annual Exhibition,1915,Perry,Roland Hinton,51 West 10th,
1596,Yearbook of the Architectural League of New York: 30th Annual Exhibition,1915,Shean,Charles M.,51 West 10th,
1597,Yearbook of the Architectural League of New York: 30th Annual Exhibition,1915,Cimiotti,Gustav,51 West 10th,
1598,Yearbook of the Architectural League of New York: 30th Annual Exhibition,1915,Ellerhusen,Ulric Henry,51 West 10th,
1599,Yearbook of the Architectural League of New York: 30th Annual Exhibition,1915,Schlesinger,Louis,51 West 10th,
1600,Yearbook of the Architectural League of New York: 30th Annual Exhibition,1915,Wenzell,A. B.,51 West 10th,
1601,Yearbook of the Architectural League of New York: 30th Annual Exhibition,1915,Lentelli,Leo,51 West 10th,
1602,"The Annual exhibition record of the National Academy of Design, 1901-1950",1915,Lewis,Toma,51 W. 10th,
1603,"The Annual exhibition record of the National Academy of Design, 1901-1950",1916,Bilotti,Salvatore F.,51 W. 10th,
1604,"The Annual exhibition record of the National Academy of Design, 1901-1950",1916,Ellerhusen,Ulric H.,51 W. 10th,
1605,"The Annual exhibition record of the National Academy of Design, 1901-1950",1917,Quinlan,Will J.,51 W. 10th,
1606,"The Annual exhibition record of the National Academy of Design, 1901-1950",1916,McKay,C. A.,51 W. 10th,
1607,"The Annual exhibition record of the National Academy of Design, 1901-1950",1916,McKay,C. A.,51 W. 10th,
1608,"The Annual exhibition record of the National Academy of Design, 1901-1950",1917,Rice,William C.,51 W. 10th,
1609,The Annual exhibition record of the Pennsylvania Academy of the Fine Arts,1917,Quinlan,Will J. ,51 W. 10th,
1610,Trow's,1916,Brown,James Francis,51 W. 10th,
1611,Trow's,1916,Cimiotti,Gustav,51 W. 10th,
1612,Trow's,1916,Dodge,William D.,51 W. 10th,
1613,Trow's,1916,Ellerhausen,Ulrich H.,51 W. 10th,
1614,Trow's,1916,Geboin,G. K.,51 W. 10th,
1615,Trow's,1916,Harting,George,51 W. 10th,
1616,Trow's,1916,Insley,Albert ,51 W. 10th,
1617,Trow's,1916,Nicoll,James C.,57 W. 10th,
1618,Trow's,1916,Perry,Roland Hinton,51 W. 10th,
1619,Trow's,1916,Shean,Charles M.,51 W. 10th,
1620,Trow's,1916,Tenth Street Studio (offices),n/a,51 W. 10th,
1621,Trow's,1916,Ward,Edgar M.,51 W. 10th,
1622,Trow's,1916,Weir,Julian Alden,51 W. 10th,
1623,Trow's,1916,Weldon,Charles D. ,51 W. 10th,
1624,Trow's,1916,Wenzell,Albert,51 W. 10th,
1625,Trow's,1916,Yewell,George H.,51 W. 10th,
1626,American Art Annual,1916,Crawford,Earl Stetson,51 W. 10th,
1627,The World Almanac & Book of Facts,1916,Calder,Alexander Stirling,51 W. 10th,
1628,The World Almanac & Book of Facts,1916,Nicoll,James C.,51 W. 10th,
1629,The World Almanac & Book of Facts,1916,Weir,Julian Alden,51 W. 10th,
1630,The World Almanac & Book of Facts,1916,Weldon,Charles D.,51 W. 10th,
1631,The World Almanac & Book of Facts,1916,Yewell,George H.,51 W. 10th,
1632,Trow's,1917,Brown,James Francis,51 W. 10th,
1633,Trow's,1917,Cimiotti,Gustav,51 W. 10th,
1634,Trow's,1917,Coney,Rosamund,51 W. 10th,
1635,Trow's,1917,Crawford,Earl Stetson,51 W. 10th,
1636,Trow's,1917,Dodge,William D.,51 W. 10th,
1637,Trow's,1917,Ellerhausen,Ulrich H.,51 W. 10th,
1638,Trow's,1917,Gibran,Khalil,51 W. 10th,
1639,Trow's,1917,Harting,George,51 W. 10th,
1640,Trow's,1917,Insley,Albert ,51 W. 10th,
1641,"The Annual exhibition record of the National Academy of Design, 1901-1950",1917,Coney,Rosamond,51 W. 10th,
1642,Society of Independent Artists,1917,Brown,James Francis,51 W. 10th,
1643,Society of Independent Artists,1917,Burlin,Paul H.,51 W. 10th,
1644,Society of Independent Artists,1917,Cimiotti,Gustav,51 W. 10th,
1645,Society of Independent Artists,1917,Coney,Rosamund,51 W. 10th,
1646,Society of Independent Artists,1917,Crawford,Earl Stetson,51 W. 10th,
1647,Society of Independent Artists,1917,Dodge,William D.,51 W. 10th,
1648,Society of Independent Artists,1917,Hirsch,Alice L.,51 W. 10th,
1649,Society of Independent Artists,1917,Quinlan,Will J.,51 W. 10th,
1650,Society of Independent Artists,1917,Sterne,Maurice,51 W. 10th,
1651,American Art Directory,1917,Durkee,Helen Winslow,51 W. 10th,
1652,American Art Directory,1917,Lang,Annie Traquair,51 W. 10th,
1653,"Annual Report of the Officers and Committees of the Architectural League of New York 1917-1918
",1917-1918,Calder,Alexander Stirling,51 W. 10th,
1654,"Annual Report of the Officers and Committees of the Architectural League of New York 1917-1918
",1917-1918,Cimiotti,Gustav,51 W. 10th,
1655,"Annual Report of the Officers and Committees of the Architectural League of New York 1917-1918
",1917-1918,Ellerhusen,Ulric Henry,51 W. 10th,
1656,"Annual Report of the Officers and Committees of the Architectural League of New York 1917-1918
",1917-1918,Shean,Charles M.,51 W. 10th,
1657,"Annual Report of the Officers and Committees of the Architectural League of New York 1917-1918
",1917-1918,Schlesinger,Louis,51 W. 10th,
1658,"Annual Report of the Officers and Committees of the Architectural League of New York 1918-1919
",1918-1919,Calder,Alexander Stirling,51 W. 10th,
1659,"Annual Report of the Officers and Committees of the Architectural League of New York 1918-1919
",1918-1919,Ellerhusen,Ulric Henry,51 W. 10th,
1660,"Annual Report of the Officers and Committees of the Architectural League of New York 1918-1919
",1918-1919,Shean,Charles M.,51 W. 10th,
1661,"Annual Report of the Officers and Committees of the Architectural League of New York 1918-1919
",1918-1919,Schlesinger,Louis,51 W. 10th,
1662,"Society of Independent Artists, Exhibition Record 1917-1944
",1918,Ellerhausen,Ulrich Henry,51 W. 10th,
1663,"Society of Independent Artists, Exhibition Record 1917-1944
",1918,Gerstle,Miriam Alice,57 W. 10th,
1664,"Society of Independent Artists, Exhibition Record 1917-1944
",1918,Lewis,Toma H.,51 W. 10th,
1665,"Society of Independent Artists, Exhibition Record 1917-1944
",1918,Quinlan,Will J.,51 W. 10th,
1666,"The Annual exhibition record of the National Academy of Design, 1901-1950",1918,Quinlan,Will J.,51 W. 10th,
1667,Trow's,1918,Amsden,William K.,51 W. 10th,
1668,Trow's,1918,Birean,Paul,51 W. 10th,
1669,Trow's,1918,Brown,James Francis,51 W. 10th,
1670,Trow's,1918,Cimiotti,Gustav,57 W. 10th,
1671,Trow's,1918,Dodge,William D.,51 W. 10th,
1672,Trow's,1918,Gibran,Khalil,51 W. 10th,
1673,Trow's,1918,Harting,George W.,51 W. 10th,
1674,Trow's,1918,Insley,Albert,51 W. 10th,
1675,Trow's,1918,Nicoll,James C.,57 W. 10th,
1676,Trow's,1918,Perry,Roland Hinton,51 W. 10th,
1677,Trow's,1918,Shean,Charles M.,51 W. 10th,
1678,"The Annual exhibition record of the National Academy of Design, 1901-1950 ",1918,Fromkes,Maurice,51 W. 10th,
1679,"The Annual exhibition record of the National Academy of Design, 1901-1950 ",1918,Ward,Edgar Melville,51 W. 10th,
1680,"The Annual exhibition record of the National Academy of Design, 1901-1950 ",1920,Perry,Roland R. Hinton,51 W. 10th,
1681,"The Annual exhibition record of the National Academy of Design, 1901-1950 ",1919,Fromkes,Maurice,51 W. 10th,
1682,"The Annual exhibition record of the National Academy of Design, 1901-1950 ",1919,Perry,Roland R. Hinton,51 W. 10th,
1683,The Annual exhibition record of the Pennsylvania Academy of the Fine Arts,1919,Weir,J. Alden,51 W. 10th,
1684,"Society of Independent Artists, Exhibition Record 1917-1944
",1919,Tomkins,Frank Van Vleet,51 W. 10th,
1685,"The Commercial Register of NEW YORK of Manhattan, Brooklyn, Richmond and the Bronx) and Vicinity 1919-1920
",1919-1920,Aylward,William J.,51 W. 10th,
1686,"The Commercial Register of NEW YORK of Manhattan, Brooklyn, Richmond and the Bronx) and Vicinity 1919-1920
",1919-1920,Calder,Alexander Stirling,51 W. 10th,
1687,"The Commercial Register of NEW YORK of Manhattan, Brooklyn, Richmond and the Bronx) and Vicinity 1919-1920
",1919-1920,Carew ,Mrs. Frank,51 W. 10th,
1688,"The Commercial Register of NEW YORK of Manhattan, Brooklyn, Richmond and the Bronx) and Vicinity 1919-1920
",1919-1920,Dewing,Thomas W.,57 W. 10th,
1689,"The Commercial Register of NEW YORK of Manhattan, Brooklyn, Richmond and the Bronx) and Vicinity 1919-1920
",1919-1920,Dodge,William D.,51 W. 10th,
1690,"The Commercial Register of NEW YORK of Manhattan, Brooklyn, Richmond and the Bronx) and Vicinity 1919-1920
",1919-1920,Foster,WIlliam,51 W. 10th,
1691,"The Commercial Register of NEW YORK of Manhattan, Brooklyn, Richmond and the Bronx) and Vicinity 1919-1920
",1919-1920,Perry,Roland Hinton,51 W. 10th,
1692,"The Commercial Register of NEW YORK of Manhattan, Brooklyn, Richmond and the Bronx) and Vicinity 1919-1920
",1919-1920,Rice,William,51 W. 10th,
1693,"The Commercial Register of NEW YORK of Manhattan, Brooklyn, Richmond and the Bronx) and Vicinity 1919-1920
",1919-1920,Smith,Harry A.,57 W. 10th,
1694,"The Commercial Register of NEW YORK of Manhattan, Brooklyn, Richmond and the Bronx) and Vicinity 1919-1920
",1919-1920,Ten Eyck,John A.,51 W. 10th,
1695,"The Commercial Register of NEW YORK of Manhattan, Brooklyn, Richmond and the Bronx) and Vicinity 1919-1920
",1919-1920,Ward,Mrs. Edgar M.,51 W. 10th,
1696,"The Commercial Register of NEW YORK of Manhattan, Brooklyn, Richmond and the Bronx) and Vicinity 1919-1920
",1919-1920,Weir,Julian Alden,51 W. 10th,
1697,"The Annual exhibition record of the National Academy of Design, 1901-1950",1920,Chesno,Jacques R.,51 W. 10th,
1698,"The Annual exhibition record of the National Academy of Design, 1901-1950",1920,Ellerhusen,Ulric H.,51 W. 10th,
1699,Trow's,1920,Amsden,William K.,51 W. 10th,
1700,Trow's,1920,Brown,Mrs. James Francis,51 W. 10th,
1701,Trow's,1920,Dodge,William D.,51 W. 10th,
1702,Trow's,1920,Gibran,Kahlil,51 W. 10th,
1703,Trow's,1920,Harting,George W.,57 W. 10th,
1704,Trow's,1920,Ward,Edgar M.,51 W. 10th,
1705,Trow's,1920,Weir,Julian Alden,51 W. 10th,
1706,Trow's,1920,Weldon,Charles D.,51 W. 10th,
1707,Trow's,1920,Yewell,George,51 W. 10th,
1708,R. L. Polk’s Trow General Directory 1920-1921,1920,Amsden,William K.,51 W. 10th,
1709,R. L. Polk’s Trow General Directory 1920-1921,1920,Barkentin,William,51 W. 10th,
1710,R. L. Polk’s Trow General Directory 1920-1921,1920,Brown,James F.,51 W. 10th,
1711,R. L. Polk’s Trow General Directory 1920-1921,1920,Foster,Will F.,51 W. 10th,
1712,R. L. Polk’s Trow General Directory 1920-1921,1920,Hirsch,Alice L.,51 W. 10th,
1713,R. L. Polk’s Trow General Directory 1920-1921,1920,Jacobs ,Leonebel,51 W. 10th,
1714,R. L. Polk’s Trow General Directory 1920-1921,1920,Smith,H. A.Hammond,57 W. 10th,
1715,R. L. Polk’s Trow General Directory 1920-1921,1920,Ward,Edgar M.,51 W. 10th,
1716,City Directory,1920,Amsden,William K.,51 W. 10th,
1717,City Directory,1920,Barkentin,William,51 W. 10th,
1718,City Directory,1920,Brown,James Francis,57 W. 10th,
1719,City Directory,1920,Chesno,Jacques,51 W. 10th,
1720,City Directory,1920,Dielman,Frederick,51 W. 10th,
1721,City Directory,1920,Ellerhusen,Ulric H.,51 W. 10th,
